effective_time,version,brand_name,generic_names,manufacturer_names,product_ndcs,package_ndcs,upcs,route,product_type,substance_names,uniis,pharm_class_epc,pharm_class_pe,pharm_class_cs,spl_id,spl_set_id,is_original_packager
20240131,1,Ear Ringing,"['ACONITUM NAP., BARYTA CARB., BARYTA MUR., CAPSICUM, CAUSTICUM, CHENOPODIUM ANTHELMINTICUM, CHININUM SULPHURICUM, CINCHONA, GLONOINUM, GRAPHITES, HYDRASTIS, KALI BIC., KALI MUR., LYCOPODIUM, PHOSPHORUS, PULSATILLA, SALICYLICUM AC., TABACUM, THIOSINAMINUM, VIOLA ODORATA']","['Newton Laboratories, Inc.']",['55714-2589'],['55714-2589-1'],[],['ORAL'],['HUMAN OTC DRUG'],"['ACONITUM NAPELLUS', 'ALLYLTHIOUREA', 'BARIUM CARBONATE', 'BARIUM CHLORIDE DIHYDRATE', 'CAPSICUM', 'CAUSTICUM', 'CINCHONA OFFICINALIS BARK', 'DYSPHANIA AMBROSIOIDES', 'GOLDENSEAL', 'GRAPHITE', 'LYCOPODIUM CLAVATUM SPORE', 'NITROGLYCERIN', 'PHOSPHORUS', 'POTASSIUM CHLORIDE', 'POTASSIUM DICHROMATE', 'PULSATILLA VULGARIS', 'QUININE SULFATE', 'SALICYLIC ACID', 'TOBACCO LEAF', 'VIOLA ODORATA']","['U0NQ8555JD', '706IDJ14B7', '6P669D8HQ8', 'EL5GJ3U77E', '00UK7646FG', 'DD5FO1WKFU', 'S003A158SB', '4H5RSU087I', 'ZW3Z11D0JV', '4QQN74LH4O', 'C88X29Y479', 'G59M7S0WS3', '27YLU75U4W', '660YQ98I10', 'T4423S18FM', 'I76KB35JEV', 'KF7Z0E0Q2B', 'O414PZ4LPZ', '6YR2608RSU', 'AET12U8B74']","['Non-Standardized Plant Allergenic Extract [EPC]', 'Non-Standardized Food Allergenic Extract [EPC]', 'Nitrate Vasodilator [EPC]']","['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]', 'Vasodilation [PE]', 'Increased IgG Production [PE]']","['Allergens [CS]', 'Dietary Proteins [CS]', 'Plant Proteins [CS]', 'Vegetable Proteins [CS]', 'Nitrates [CS]']",['1045ca15-6ed3-a700-e063-6394a90ad96e'],['1045ab27-c4d5-fcbd-e063-6294a90a5176'],[True]
20240131,1,Tinnitus,"['ACONITUM NAP., BARYTA CARB., BARYTA MUR., CAPSICUM, CAUSTICUM, CHENOPODIUM ANTHELMINTICUM, CHININUM SULPHURICUM, CINCHONA, GLONOINUM, GRAPHITES, HYDRASTIS, KALI BIC., KALI MUR., LYCOPODIUM, PHOSPHORUS, PULSATILLA, SALICYLICUM AC., TABACUM, THIOSINAMINUM, VIOLA ODORATA']","['Newton Laboratories, Inc.']",['55714-4857'],['55714-4857-1'],[],['ORAL'],['HUMAN OTC DRUG'],"['ACONITUM NAPELLUS', 'ALLYLTHIOUREA', 'ANEMONE PULSATILLA', 'BARIUM CARBONATE', 'BARIUM CHLORIDE DIHYDRATE', 'CAPSICUM', 'CAUSTICUM', 'CINCHONA OFFICINALIS BARK', 'DYSPHANIA AMBROSIOIDES', 'GOLDENSEAL', 'GRAPHITE', 'LYCOPODIUM CLAVATUM SPORE', 'NITROGLYCERIN', 'PHOSPHORUS', 'POTASSIUM CHLORIDE', 'POTASSIUM DICHROMATE', 'QUININE SULFATE', 'SALICYLIC ACID', 'TOBACCO LEAF', 'VIOLA ODORATA']","['U0NQ8555JD', '706IDJ14B7', 'I76KB35JEV', '6P669D8HQ8', 'EL5GJ3U77E', '00UK7646FG', 'DD5FO1WKFU', 'S003A158SB', '4H5RSU087I', 'ZW3Z11D0JV', '4QQN74LH4O', 'C88X29Y479', 'G59M7S0WS3', '27YLU75U4W', '660YQ98I10', 'T4423S18FM', 'KF7Z0E0Q2B', 'O414PZ4LPZ', '6YR2608RSU', 'AET12U8B74']","['Non-Standardized Plant Allergenic Extract [EPC]', 'Non-Standardized Food Allergenic Extract [EPC]', 'Nitrate Vasodilator [EPC]']","['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]', 'Vasodilation [PE]', 'Increased IgG Production [PE]']","['Allergens [CS]', 'Dietary Proteins [CS]', 'Plant Proteins [CS]', 'Vegetable Proteins [CS]', 'Nitrates [CS]']",['10462abf-9261-c0fe-e063-6394a90a7a71'],['10462aaa-96d4-4ba3-e063-6294a90a7915'],[True]
20240201,3,toty Solaria Mineral,"['TITANIUM DIOXIDE, ZINC OXIDE']",['Chipican LLC'],['82141-3161'],"['82141-3161-1', '82141-3161-2', '82141-3161-3', '82141-3161-4']",['0382141000119'],['TOPICAL'],['HUMAN OTC DRUG'],"['TITANIUM DIOXIDE', 'ZINC OXIDE']","['15FIX9V2JP', 'SOI2LOH54Z']",[],[],[],['1052c87e-42c3-60a2-e063-6394a90a970d'],['e9d590d8-e71a-0715-e053-2a95a90a5acf'],[True]
20240203,3,Degree,['ADVANCED SHOWER CLEAN DRY SPRAY 72H ANTIPERSPIRANT DEODORANT'],"['Conopco, Inc. d/b/a Unilever']",['64942-2256'],"['64942-2256-1', '64942-2256-2']",[],['TOPICAL'],['HUMAN OTC DRUG'],['ALUMINUM SESQUICHLOROHYDRATE'],['UCN889409V'],[],[],[],['1081e140-842f-d31a-e063-6294a90ab9c3'],['107027f5-24a8-1bb1-e063-6394a90a089e'],[True]
20240202,4,COOLA Mineral Liplux Lip Balm SPF 30 Summer Crush,['ZINC OXIDE'],"['COOLA, LLC']",['79753-057'],['79753-057-01'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['TITANIUM DIOXIDE', 'ZINC OXIDE']","['15FIX9V2JP', 'SOI2LOH54Z']",[],[],[],['106b77f6-5900-2120-e063-6294a90af8d0'],['edc6754e-dabb-5bff-e053-2a95a90a7390'],[True]
20240202,4,Skin Infections,"['ECHINACEA (ANGUSTIFOLIA), PHYTOLACCA DECANDRA, HEPAR SULPHURIS CALCAREUM, MERCURIUS SOLUBILIS, MEZEREUM, AILANTHUS GLANDULOSUS, ARSENICUM ALBUM, LACHESIS MUTUS, HERPES SIMPLEX I AND II NOSODE, HERPES ZOSTER NOSODE']","['Deseret Biologials, Inc.']",['43742-1538'],['43742-1538-1'],[],['ORAL'],['HUMAN OTC DRUG'],"['AILANTHUS ALTISSIMA FLOWERING TWIG', 'ARSENIC TRIOXIDE', 'CALCIUM SULFIDE', 'DAPHNE MEZEREUM BARK', 'ECHINACEA ANGUSTIFOLIA', 'HUMAN HERPESVIRUS 1', 'HUMAN HERPESVIRUS 2', 'HUMAN HERPESVIRUS 3', 'LACHESIS MUTA VENOM', 'MERCURIUS SOLUBILIS', 'PHYTOLACCA AMERICANA ROOT']","['8P29O5P7XU', 'S7V92P67HO', '1MBW07J51Q', 'X2N6E405GV', 'VB06AV5US8', '22G38P19RL', '74J6DNH49U', '9885M7D6JP', 'VSW71SS07I', '324Y4038G2', '11E6VI8VEG']",[],[],[],['1450a5e8-0d5b-4bed-87aa-cbd82ecb8e46'],['43eb02e6-723c-4ab5-81cf-4ab18da8d3ea'],[True]
20240126,5,Formica Arnica,['FORMICA ARNICA'],['Uriel Pharmacy Inc.'],['48951-4086'],['48951-4086-1'],[],['ORAL'],['HUMAN OTC DRUG'],"['ARNICA MONTANA', 'FORMICA RUFA', 'MAGNESIUM PHOSPHATE, TRIBASIC, PENTAHYDRATE']","['O80TY208ZW', '55H0W83JO5', '453COF7817']",[],[],[],['0fdc4db0-3843-4d96-e063-6394a90ad95a'],['826c67c9-cdb2-4756-a0ce-978f9b525d5d'],[True]
20240206,10,PANADOL,['ACETAMINOPHEN'],['Haleon US Holdings LLC'],['0135-0539'],['0135-0539-02'],[],['ORAL'],['HUMAN OTC DRUG'],['ACETAMINOPHEN'],['362O9ITL9D'],[],[],[],['10c14ee5-017b-0434-e063-6394a90af0f4'],['95801755-db54-4ad7-bec1-52671914f6ca'],[True]
20200417,4,cle de peau BEAUTE RADIANT FLUID FOUNDATION BF10,['TITANIUM DIOXIDE'],['SHISEIDO AMERICAS CORPORATION'],"['58411-537', '58411-538', '58411-539', '58411-540', '58411-541', '58411-542', '58411-543', '58411-544', '58411-545', '58411-546', '58411-547', '58411-548', '58411-549', '58411-550', '58411-551', '58411-552', '58411-553', '58411-554', '58411-555', '58411-556', '58411-557', '58411-558', '58411-559', '58411-560']","['58411-537-10', '58411-538-10', '58411-539-10', '58411-540-10', '58411-541-10', '58411-542-10', '58411-543-10', '58411-544-10', '58411-545-10', '58411-546-10', '58411-547-10', '58411-548-10', '58411-549-10', '58411-550-10', '58411-551-10', '58411-552-10', '58411-553-10', '58411-554-10', '58411-555-10', '58411-556-10', '58411-557-10', '58411-558-10', '58411-559-10', '58411-560-10']",[],['TOPICAL'],['HUMAN OTC DRUG'],['TITANIUM DIOXIDE'],['15FIX9V2JP'],[],[],[],['11ceb32e-31ee-4b53-a190-515938e3920c'],['b2b55a7a-1f68-429d-ba70-5bb6c7e0d8d3'],[True]
20240206,1,Olay Glow plus Protect Sunscreen Dewy Glow SPF 50,"['AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, AND OXYBENZONE']",['The Procter & Gamble Manufacturing Company'],['69423-741'],['69423-741-14'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['AVOBENZONE', 'HOMOSALATE', 'OCTISALATE', 'OCTOCRYLENE']","['G63QQF2NOX', 'V06SV4M95S', '4X49Y0596W', '5A68WGF6WM']",[],[],[],['10bb09ec-0f12-ce87-e063-6394a90a8567'],['10bc4127-7569-d0de-e063-6294a90a97bf'],[True]
20240206,8,Home Care Fluoride,['STANNOUS FLUORIDE'],"['Dental Technologies, Inc.']",['55346-0402'],['55346-0402-1'],[],"['DENTAL', 'ORAL']",['HUMAN OTC DRUG'],['STANNOUS FLUORIDE'],['3FTR44B32Q'],[],[],[],['10bd16c6-e578-4a2c-e063-6294a90aa763'],['51f1d84c-809a-4c96-a117-7a8d8aa1e6b4'],[True]
20240212,4,Sulfur 6,['SULFUR 6'],['Uriel Pharmacy Inc.'],['48951-8221'],['48951-8221-3'],[],['ORAL'],['HUMAN OTC DRUG'],['SULFUR'],['70FD1KFU70'],[],[],[],['11332725-3857-6de3-e063-6294a90a44bb'],['ddde50d8-1603-4904-a0dd-758c6e574afc'],[True]
20240209,3,Blistex Medicated Berry Balm,"['DIMETHICONE, OCTINOXATE, AND OCTISALATE']",['Blistex Inc'],['10157-1121'],"['10157-1121-1', '10157-1121-4', '10157-1121-2']",['0041388220215'],['TOPICAL'],['HUMAN OTC DRUG'],"['DIMETHICONE', 'OCTINOXATE', 'OCTISALATE']","['92RU3N3Y1O', '4Y5P7MUD51', '4X49Y0596W']",[],['Skin Barrier Activity [PE]'],[],['dbfacb4b-8e92-463e-9dc6-129bd75421fe'],['827365b3-b3a5-4472-9add-f822362c4731'],[True]
20240213,1,Arizona Sun Sunscreen Water Resistant SPF 30,['SUNSCREEN'],['Arizona Sun Products'],['61973-104'],['61973-104-03'],['0711552311901'],['TOPICAL'],['HUMAN OTC DRUG'],"['AVOBENZONE', 'HOMOSALATE', 'OCTINOXATE', 'OCTISALATE', 'OXYBENZONE']","['G63QQF2NOX', 'V06SV4M95S', '4Y5P7MUD51', '4X49Y0596W', '95OOS7VE0Y']",[],[],[],['1148e719-b8ee-11b3-e063-6394a90ac116'],['1148e719-b8ed-11b3-e063-6394a90ac116'],[True]
20240213,7,ALOE UP NATURAL LIP ICE SUNSCREEN,"['OCTINOXATE, OXYBENZONE']","['Aloe Care International, LLC']",['61477-214'],['61477-214-14'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['OCTINOXATE', 'OXYBENZONE']","['4Y5P7MUD51', '95OOS7VE0Y']",[],[],[],['1149f7e7-6883-6ed7-e063-6394a90af721'],['3bb01ac0-ccba-46b3-8850-b04d0c651300'],[True]
20240214,5,Active SPF 45,['BROAD SPECTRUM'],"['CP Skin Health Group, Inc.']",['68726-264'],"['68726-264-12', '68726-264-37']",[],['TOPICAL'],['HUMAN OTC DRUG'],"['OCTISALATE', 'OCTOCRYLENE', 'ZINC OXIDE']","['4X49Y0596W', '5A68WGF6WM', 'SOI2LOH54Z']",[],[],[],['115ad436-b80a-618b-e063-6294a90afad3'],['b6c3adfb-d20a-1b67-e053-2a95a90a4b4e'],[True]
20240213,7,ALOE UP MEDICATED LIP BALM SPF 30,"['AVOBENZONE, HOMOSALATE, OCTISALATE, OCTOCRYLENE, OXYBENZONE']","['Aloe Care International, LLC']",['61477-224'],['61477-224-11'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['AVOBENZONE', 'HOMOSALATE', 'OCTISALATE', 'OCTOCRYLENE', 'OXYBENZONE']","['G63QQF2NOX', 'V06SV4M95S', '4X49Y0596W', '5A68WGF6WM', '95OOS7VE0Y']",[],[],[],['114b17b4-0cb3-fde8-e063-6394a90a6024'],['859b6d3f-b1ca-4966-8f0c-f9afa0d5864c'],[True]
20240110,1,THE MAN BY VANIBISS RAZOR BUMPS SERUM,['ALLANTOIN'],['Vanibiss Inc'],['81890-005'],['81890-005-03'],[],['TOPICAL'],['HUMAN OTC DRUG'],['ALLANTOIN'],['344S277G0Z'],[],[],[],['0e98ca86-8cb6-fc00-e063-6394a90ac39d'],['0e98ca86-8cb5-fc00-e063-6394a90ac39d'],[True]
20240215,1,Thyreoidea Ferrum,['THYREOIDEA FERRUM'],['Uriel Pharmacy Inc.'],['48951-9378'],['48951-9378-1'],[],['ORAL'],['HUMAN OTC DRUG'],"['FERROUS ARSENATE', 'IRON', 'THYROID, UNSPECIFIED', 'URTICA DIOICA ROOT']","['129CO35H12', 'E1UOL152H7', '0B4FDL9I6P', 'J8HE8A6E5T']",[],[],[],['116ddacb-7853-7f8a-e063-6294a90a6809'],['116ddf6b-3601-b119-e063-6394a90a48ab'],[True]
20240216,5,Chestal Kids Pellets,"['ANTIMONY POTASSIUM TARTRATE, BRYONIA ALBA ROOT, PROTORTONIA CACTI,DROSERA ROTUNDIFOLIA WHOLE, IPECAC, PULSATILLA VULGARIS WHOLE, RUMEX CRISPUS ROOT,SPONGIA OFFICINALIS SKELETON, ROASTED, LOBARIA PULMONARIA']",['Boiron'],['0220-9066'],"['0220-9066-41', '0220-9066-42']",[],['ORAL'],['HUMAN OTC DRUG'],"['ANTIMONY POTASSIUM TARTRATE', 'BRYONIA ALBA ROOT', 'DROSERA ROTUNDIFOLIA', 'IPECAC', 'LOBARIA PULMONARIA', 'PROTORTONIA CACTI', 'PULSATILLA VULGARIS', 'RUMEX CRISPUS ROOT', 'SPONGIA OFFICINALIS SKELETON, ROASTED']","['DL6OZ476V3', 'T7J046YI2B', 'QR44N9XPJQ', '62I3C8233L', 'D1YM0P5Z2T', 'LZB7TFX1LT', 'I76KB35JEV', '9N1RM2S62C', '1PIP394IID']",[],[],[],['11873867-3c43-e8da-e063-6294a90a4945'],['ab6f3c39-7841-92cc-e053-2995a90a7943'],[True]
20240219,2,Systemic Drainage,"['ALFALFA, AVENA SATIVA, BERBERIS VULGARIS, CHELIDONIUM MAJUS, CITRUS LIMONUM, GALIUM APARINE, GLYCYRRHIZA GLABRA, HEPAR SUIS, INTESTINE (SUIS), KIDNEY (SUIS), LACTICUM ACIDUM, LUNG (SUIS), LYMPH NODE (SUIS), MAGNESIUM GLUCONATE DIHYDRICUM, NUX VOMICA, POTASSIUM GLUCONATE, SARCOLACTICUM ACIDUM, SCHISANDRA CHINENSIS, SOLIDAGO VIRGAUREA, TABACUM, TARAXACUM OFFICINALE, TYLOPHORA ASTHMATICA, UVA-URSI, ZINCUM GLUCONICUM.']","['Deseret Biologicals, Inc.']",['43742-2114'],['43742-2114-1'],['0810151880914'],['ORAL'],['HUMAN OTC DRUG'],"['ARCTOSTAPHYLOS UVA-URSI LEAF', 'AVENA SATIVA FLOWERING TOP', 'BERBERIS VULGARIS ROOT BARK', 'CHELIDONIUM MAJUS WHOLE', 'GALIUM APARINE WHOLE', 'GLYCYRRHIZA GLABRA', 'LACTIC ACID, DL-', 'LACTIC ACID, L-', 'LEMON JUICE', 'MAGNESIUM GLUCONATE', 'MEDICAGO SATIVA WHOLE', 'PORK INTESTINE', 'PORK KIDNEY', 'PORK LIVER', 'POTASSIUM GLUCONATE', 'SCHISANDRA CHINENSIS FRUIT', 'SOLIDAGO VIRGAUREA FLOWERING TOP', 'STRYCHNOS NUX-VOMICA SEED', 'SUS SCROFA LUNG', 'SUS SCROFA LYMPH', 'TARAXACUM OFFICINALE', 'TOBACCO LEAF', 'VINCETOXICUM INDICUM LEAF', 'VINCETOXICUM INDICUM ROOT', 'ZINC GLUCONATE']","['3M5V3D1X36', 'MA9CQJ3F7F', '1TH8Q20J0U', '7E889U5RNN', 'Z4B6561488', '2788Z9758H', '3B8D35Y7S4', 'F9S9FFU82N', 'AGN709ANTJ', 'T42NAD2KHC', 'DJO934BRBD', '40GMI0R60L', 'X7BCI5P86H', '6EC706HI7F', '12H3K5QKN9', 'ABS794681C', '5405K23S50', '269XH13919', '7GL3G1COB3', '33A7VYU29L', '39981FM375', '6YR2608RSU', 'WG10XM3N5R', '2064U29D4Y', 'U6WSN5SQ1Z']","['Non-Standardized Food Allergenic Extract [EPC]', 'Non-Standardized Plant Allergenic Extract [EPC]']","['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]', 'Increased IgG Production [PE]']","['Allergens [CS]', 'Dietary Proteins [CS]', 'Plant Proteins [CS]', 'Seed Storage Proteins [CS]']",['e213246d-283a-473f-a14a-56ea84de03ba'],['0c3e924e-f0ea-470e-971f-c4c0b8eef146'],[True]
20240220,3,7030 Calcium Gold,['CALCIUM'],"['Apexel Co., Ltd']",['55259-0001'],['55259-0001-1'],[],['ORAL'],['HUMAN OTC DRUG'],['CALCIUM'],['SY7Q814VUP'],['Calcium [EPC]'],[],['Calcium [CS]'],['11cc310a-d82e-be44-e063-6394a90a227c'],['bdc7c088-83e3-20ce-e053-2995a90abd2f'],[True]
20240123,3,GREAT CALCIUM,['OSTREAE CONCHA'],"['APEXEL CO., LTD.']",['55259-1161'],['55259-1161-1'],[],['ORAL'],['HUMAN OTC DRUG'],['CALCIUM'],['SY7Q814VUP'],['Calcium [EPC]'],[],['Calcium [CS]'],['11df7d79-35dc-37bc-e063-6294a90ac742'],['11df7d66-7e85-d363-e063-6394a90ab59a'],[True]
20240221,5,Travel Remedy,['TRAVEL REMEDY'],['Uriel Pharmacy Inc'],['48951-9280'],['48951-9280-2'],[],['ORAL'],['HUMAN OTC DRUG'],"['ANTIMONY', 'ARNICA MONTANA', 'BELLIS PERENNIS', 'GOLD', 'HYOSCYAMUS NIGER', 'IPECAC', 'LYCOPODIUM CLAVATUM SPORE', 'MATRICARIA RECUTITA', 'ONOPORDUM', 'PRIMULA VERIS']","['9IT35J3UV3', 'O80TY208ZW', '2HU33I03UY', '79Y1949PYO', '4WRK2153H3', '62I3C8233L', 'C88X29Y479', 'G0R4UBI2ZZ', 'AP97AUF88E', 'W6LFQ57E4M']",['Standardized Chemical Allergen [EPC]'],"['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']",['Allergens [CS]'],['11e6d0dd-d8d1-7551-e063-6394a90a16ce'],['58d17080-e4e8-11de-8a39-0800200c9a66'],[True]
20240226,8,SPF 30 Daily Sunscreen,['ZINC OXIDE'],['Brand Evangelists for Beauty Ltd.'],['81136-001'],['81136-001-01'],['5060422298701'],['TOPICAL'],['HUMAN OTC DRUG'],['ZINC OXIDE'],['SOI2LOH54Z'],[],[],[],['1250ff1a-90a4-9d47-e063-6394a90ad3ae'],['c0541f32-f072-3630-e053-2a95a90a12d6'],[True]
20240227,3,Stay Ageless Daily Moisturizer Sunscreen Broad Spectrum SPF 25,['OCTINOXATE AND ZINC OXIDE'],['Regena Spa PLC'],['82107-2650'],['82107-2650-2'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['OCTINOXATE', 'ZINC OXIDE']","['4Y5P7MUD51', 'SOI2LOH54Z']",[],[],[],['1263c3c5-98eb-b81b-e063-6294a90a64c1'],['1264071e-fcc7-e95e-e063-6294a90af1e8'],[True]
20240227,5,BORR PLUS,"['ARNICA MONTANA, ECHINACEA (ANGUSTIFOLIA), TARAXACUM OFFICINALE, TRIFOLIUM PRATENSE, GLYCYRRHIZA GLABRA, HYDRASTIS CANADENSIS, KALMIA LATIFOLIA, LEDUM PALUSTRE, GUNPOWDER, ADRENALINUM, THYROIDINUM (SUIS), ARBUTUS ANDRACHNE, ARSENICUM ALBUM, COCCULUS INDICUS, LAC CANINUM, LYCOPODIUM CLAVATUM, PHOSPHORUS, RHUS TOX, TELLURIUM METALLICUM']","['Deseret Biologicals, Inc.']",['43742-1933'],['43742-1933-1'],['0810151880631'],['ORAL'],['HUMAN OTC DRUG'],"['ACTIVATED CHARCOAL', 'ANAMIRTA COCCULUS SEED', 'ARBUTUS ANDRACHNE LEAFY SHOOT', 'ARNICA MONTANA WHOLE', 'ARSENIC TRIOXIDE', 'CANIS LUPUS FAMILIARIS MILK', 'ECHINACEA ANGUSTIFOLIA WHOLE', 'EPINEPHRINE', 'GLYCYRRHIZA GLABRA', 'GOLDENSEAL', 'KALMIA LATIFOLIA LEAF', 'LYCOPODIUM CLAVATUM SPORE', 'PHOSPHORUS', 'RHODODENDRON TOMENTOSUM LEAFY TWIG', 'SUS SCROFA THYROID', 'TARAXACUM OFFICINALE', 'TELLURIUM', 'TOXICODENDRON PUBESCENS LEAF', 'TRIFOLIUM PRATENSE FLOWER']","['2P3VWU3H10', '810258W28U', '72QQ293E8P', 'O80TY208ZW', 'S7V92P67HO', 'G39P120JQT', 'VB06AV5US8', 'YKH834O4BH', '2788Z9758H', 'ZW3Z11D0JV', '79N6542N18', 'C88X29Y479', '27YLU75U4W', '877L01IZ0P', '6RV024OAUQ', '39981FM375', 'NQA0O090ZJ', '6IO182RP7A', '4JS0838828']","['alpha-Adrenergic Agonist [EPC]', 'beta-Adrenergic Agonist [EPC]', 'Catecholamine [EPC]', 'Non-Standardized Food Allergenic Extract [EPC]', 'Non-Standardized Plant Allergenic Extract [EPC]']","['Increased Histamine Release [PE]', 'Cell-mediated Immunity [PE]']","['Catecholamines [CS]', 'Allergens [CS]', 'Dietary Proteins [CS]', 'Plant Proteins [CS]']",['d8fc8586-9e43-4b94-b04b-ab2008e2e730'],['2ee85443-5f1f-4da1-98f7-479630c165c1'],[True]
20240223,1,Axe,['DARK TEMPTATION DARK CHOCOLATE 48H ANTIPERSPIRANT'],['Conopco Inc. d/b/a/ Unilever'],['64942-2260'],"['64942-2260-1', '64942-2260-2', '64942-2260-3']",[],['TOPICAL'],['HUMAN OTC DRUG'],['ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY'],['8O386558JE'],[],[],[],['12117f24-dc3c-369f-e063-6394a90a3a6f'],['1211aa77-d111-b577-e063-6294a90a4707'],[True]
20240223,1,Axe,['ANARCHY DARK POMEGRANTE AND SANDALWOOD 48H ANTIPERSPIRANT'],['Conopco Inc. d/b/a/ Unilever'],['64942-2261'],"['64942-2261-1', '64942-2261-2', '64942-2261-3']",[],['TOPICAL'],['HUMAN OTC DRUG'],['ALUMINUM ZIRCONIUM TETRACHLOROHYDREX GLY'],['8O386558JE'],[],[],[],['12123a34-ebaa-65f8-e063-6394a90a51c0'],['12122ff9-38ea-45f8-e063-6294a90a4796'],[True]
20240212,1,BenzoAzeline 5,['BENZOYL PEROXIDE'],['Noon Aesthetics M.R. Ltd'],['78863-1300'],"['78863-1300-1', '78863-1300-2']",[],['TOPICAL'],['HUMAN OTC DRUG'],['BENZOYL PEROXIDE'],['W9WZN9A0GM'],[],[],[],['fb6b3f66-378b-41b9-8fd2-02ccdd73dbbe'],['0db88619-a1be-46d0-b1e7-26253a8c50e5'],[True]
20240228,2,Protective Powder,['ZINC OXIDE'],"['Davion, Inc.']",['42669-233'],['42669-233-01'],[],['TOPICAL'],['HUMAN OTC DRUG'],['ZINC OXIDE'],['SOI2LOH54Z'],[],[],[],['0c442acb-df14-ebc0-e063-6394a90a83a0'],['efd069ac-06e1-14f8-e053-2995a90a6788'],[True]
20240227,1,Stay Ageless Daily Moisturizer Sunscreen Broad Spectrum SPF 25,['OCTINOXATE AND ZINC OXIDE'],"['SAGUARO DERMATOLOGY ASSOCIATES, L.L.C.']",['82365-2650'],['82365-2650-2'],[],['TOPICAL'],['HUMAN OTC DRUG'],"['OCTINOXATE', 'ZINC OXIDE']","['4Y5P7MUD51', 'SOI2LOH54Z']",[],[],[],['1264c721-d219-0c54-e063-6394a90ad9c9'],['1264c1bf-b035-b7bb-e063-6394a90ad6ec'],[True]
